Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
24/09/2019,JPMORGAN GLOBAL CORE REAL ASSETS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,188.69
29/07/2010,JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,384.91
01/11/1968,JPMORGAN GLOBAL GROWTH & INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,755.05"
26/05/1994,JPMORGAN INDIAN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,583.38
07/01/1955,JPMORGAN JAPANESE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,718.81
12/04/2000,JPMORGAN JAPAN SMALL CAP GROWTH & INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,176.89
26/06/1972,JPMORGAN MID CAPITAL INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,192.17
02/03/2018,JPMORGAN MULTI-ASSET GROWTH & INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,71.92
06/08/1990,JPMORGAN UK SMALLER COMPANIES INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,201.37
12/01/1982,JPMORGAN US SMALLER CO. INV TST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,252.73
20/12/2006,JSC HALYK BANK,Financials,Banks,Kazakhstan,Asia,MAIN MARKET ,Yes,-
14/03/2018,JTC PLC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,"1,047.90"
31/07/2002,JUBILEE METALS GROUP PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,219.55
24/05/2005,JUDGES SCIENTIFIC PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,541.63
21/06/2010,JUPITER FUND MANAGEMENT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,738.45
08/06/2006,JUPITER GREEN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,47.28
03/02/2020,JUST EAT TAKEAWAY.COM N.V.,Technology,Technology,Netherlands,Europe,MAIN MARKET ,Yes,"3,319.71"
12/11/2013,JUST GROUP PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,891.73
01/07/2008,JZ CAPITAL PARTNERS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,127.84
28/03/2001,K3 BUSINESS TECHNOLOGY GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,50.32
10/07/2015,KAINOS GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,"1,721.91"
12/02/1953,KAKUZI LD,Consumer Staples ,"Food, Beverage and Tobacco ",Kenya,Africa,MAIN MARKET ,Yes,18.13
17/05/2017,KANABO GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,12.16
30/09/2014,KAPE TECHNOLOGIES PLC,Technology,Technology,Isle of Man,Europe,AIM ,No,"1,218.54"
01/09/2005,KARELIAN DIAMOND RESOURCES PLC,Basic Materials,Basic Resources,Ireland,Europe,AIM ,Yes,1.44
27/04/2015,KATORO GOLD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,0.55
31/07/2018,KAVANGO RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,6.32
12/06/2006,KAZERA GLOBAL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,8.9
03/07/2015,KCR RESIDENTIAL REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,3.96
18/12/2006,KEFI GOLD AND COPPER PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,32.3
05/05/1994,KELLER GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,494.11
08/07/2021,KELSO GROUP HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,6.32
06/05/2022,KENDRICK RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,2.22
17/11/1994,KENMARE RESOURCES PLC,Basic Materials,Basic Resources,Ireland,Europe,MAIN MARKET ,Yes,445.22
18/07/2011,KERAS RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,2.99
19/04/1990,KERRY GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Ireland,Europe,MAIN MARKET ,Yes,"14,308.26"
26/10/2017,KEYSTONE LAW GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,146.64
19/11/1954,KEYSTONE POSITIVE CHANGE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,130.43
12/07/2013,KEYWORDS STUDIOS PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,"2,157.65"
07/09/2012,KIBO ENERGY PLC,Basic Materials,Basic Resources,Ireland,Europe,AIM ,Yes,3.21
12/12/1996,KIER GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,304.38
03/10/1985,KIN AND CARTA PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,137.54
24/11/1982,KINGFISHER PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"5,063.93"
04/04/1996,KINGS ARMS YARD VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,102.74
08/06/1995,KINGSPAN GROUP PLC,Industrials,Construction and Materials,Ireland,Europe,MAIN MARKET ,Yes,"9,790.97"
24/02/2005,KINGSWOOD HOLDINGS LIMITED,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,52.06
06/03/2015,KINOVO PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,23.92
22/12/2022,KISTOS HOLDINGS PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,246.93
24/05/2021,KITWAVE GROUP PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,AIM ,No,189
29/06/2018,KNIGHTS GROUP HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,55.95
30/12/2013,KODAL MINERALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,66.85
27/09/1999,KONAMI GROUP CORPORATION,Consumer Discretionary,Consumer Products and Services,Japan,Asia,MAIN MARKET ,Yes,"5,362.94"
02/09/2020,KOOTH PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,76.85
29/03/2018,KORE POTASH PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,22.23
21/08/2017,KOSMOS ENERGY LTD,Energy,Energy,United States,North America,MAIN MARKET ,Yes,"2,849.43"
30/04/2018,KRM22 PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,16.23
16/10/2013,KROMEK GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,25.91
30/11/2018,KROPZ PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,19.4
31/03/2010,KSK POWER VENTUR PLC,Utilities,Utilities,Isle of Man,Europe,MAIN MARKET ,No,-
16/03/2009,LANCASHIRE HOLDINGS LIMITED,Financials,Insurance,Bermuda,North America,MAIN MARKET ,Yes,"1,348.16"
06/04/2005,LANDORE RESOURCES LIMITED,Basic Materials,Basic Resources,Guernsey,Europe,AIM ,No,15.24
02/08/1955,LAND SECURITIES GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"4,606.46"
21/04/2006,LANSDOWNE OIL & GAS PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,4.22
27/09/2004,LARSEN AND TOUBRO LIMITED,Industrials,Construction and Materials,India,Asia,ADMISSION TO TRADING ONLY ,Yes,-
31/12/2004,LATHAM (JAMES) PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,246.68
10/07/1946,LAW DEBENTURE CORPORATION PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,039.76"
15/12/2021,LBG MEDIA PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,163.74
08/11/2013,LEARNING TECHNOLOGIES GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,"1,019.70"
13/03/2002,LEEDS GROUP PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,3.42
02/07/1979,LEGAL & GENERAL GROUP PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,"14,270.21"
14/07/2021,LENDINVEST PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,125.67
05/03/2014,LENTA INTERNATIONAL PUBLIC JOINT-STOCK COMPANY,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",Russian Federation,Europe,MAIN MARKET ,Yes,-
12/07/2018,LET'S EXPLORE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,14.98
20/08/2004,LEXINGTON GOLD LTD,Basic Materials,Basic Resources,Bermuda,North America,AIM ,Yes,13.73
05/09/2002,LG ELECTRONICS INC,Consumer Discretionary,Consumer Products and Services,South Korea,Asia,MAIN MARKET ,Yes,-
23/12/2021,LIBERTINE HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,25.76
06/07/2022,LIFESAFE HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,7.52
19/11/2021,LIFE SCIENCE REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,217
26/03/2018,LIFE SETTLEMENT ASSETS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,62.87
15/10/2021,LIGHT SCIENCE TECHNOLOGIES HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,6.97
18/08/2021,LIKEWISE GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,49.99
12/05/2014,LIMITLESS EARTH PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,3.27
22/01/2001,LINDSELL TRAIN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,210.5
21/07/1999,LIONTRUST ASSET MANAGEMENT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,663.64
25/06/2021,LITERACY CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,241.2
19/12/2018,LITIGATION CAPITAL MANAGEMENT LIMITED,Financials,Financial Services ,Australia,Pacific,AIM ,Yes,84.39
15/08/2001,LIVE COMPANY GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,5.37
15/06/2005,LIVERMORE INVESTMENTS GROUP LIMITED,Financials,Financial Services ,British Virgin Islands,North America,AIM ,Yes,79.54
08/10/1986,LLOYDS BANKING GROUP PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"31,759.15"
30/06/2009,LMS CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,20.59
21/04/2008,LOCATION SCIENCES GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,3.84
25/04/2017,LOGISTICS DEVELOPMENT GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,83.98
28/06/2000,LOK'N STORE GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,219.46
29/11/1944,LONDON & ASSOCIATED PROPERTIES PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,13.23
13/11/1946,LONDON FINANCE & INVESTMENT GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,11.55
01/10/2010,LONDONMETRIC PROPERTY PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"1,725.53"
30/12/1999,LONDON SECURITY PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,373.96
20/07/2001,LONDON STOCK EXCHANGE GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"39,524.62"
28/11/2019,LONGBOAT ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,5.24
21/06/1973,LOOKERS PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,316.78
24/08/2016,LOOPUP GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,5.42
20/07/2021,LORDS GROUP TRADING PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,111.32
29/04/2019,LOUNGERS PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,211.82
05/04/1966,LOWLAND INVESTMENT COMPANY PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,335.71
07/05/2002,LPA GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,11.26
21/11/2006,LSL PROPERTY SERVICES PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,282.83
17/10/2016,LUCECO PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,196.82
14/05/2008,LUCKY CEMENT LIMITED,Industrials,Construction and Materials,Pakistan,Asia,PROFESSIONAL SECURITIES MARKET ,Yes,-
08/07/2021,"LUNGLIFE AI, INC",Health Care ,Health Care  ,United States,North America,AIM ,Yes,19.75
27/02/2017,LXI REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"1,687.04"
24/12/2021,MAC ALPHA LIMITED,Financials,Financial Services ,U.S. Virgin Islands,North America,MAIN MARKET ,Yes,1.23
30/06/2010,MACAU PROPERTY OPPORTUNITIES FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,37.26
20/06/1973,MACFARLANE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,169.42
30/09/2021,MADE TECH GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,42.92
22/12/2017,MADINET NASR FOR HOUSING & DEVELOPMENT S.A.E.,Real Estate,Real Estate ,Egypt,Middle East,ADMISSION TO TRADING ONLY ,Yes,-
27/09/2004,MAHINDRA & MAHINDRA LIMITED,Consumer Discretionary,Automobiles and Parts,India,Asia,ADMISSION TO TRADING ONLY ,Yes,-
28/04/2016,MAINTEL HOLDINGS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,16.52
05/03/1941,MAJEDIE INVESTMENTS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,111.3
10/12/2004,MALVERN INTERNATIONAL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,3.06
08/12/1997,MANCHESTER & LONDON INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,148.71
22/01/1990,MANDARIN ORIENTAL INTERNATIONAL LD,Consumer Discretionary,Travel and Leisure,Bermuda,North America,MAIN MARKET ,Yes,"3,904.15"
02/06/1995,MANDO MACHINERY CORPORATION,Consumer Discretionary,Automobiles and Parts,South Korea,Asia,MAIN MARKET ,Yes,-
06/11/2012,MAN GROUP PLC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,"2,842.97"
14/12/2018,MANOLETE PARTNERS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,111.59
30/01/2008,MANX FINANCIAL GROUP PLC,Financials,Financial Services ,Isle of Man,Europe,AIM ,No,27.62
13/02/2018,MARBLE POINT LOAN FINANCING LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,66.38
03/03/2008,MARECHALE CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,1.05
19/03/2002,MARKS AND SPENCER GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"3,281.34"
05/11/2021,MARKS ELECTRICAL GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,87.63
31/03/2016,MARLOWE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,556.12
08/07/2004,MARSHALLS PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,792.3
06/06/1980,MARSH & MCLENNAN COS. INC,Financials,Insurance,United States,North America,MAIN MARKET ,Yes,"65,620.20"
23/05/1947,MARSTON'S PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,227.41
22/03/1999,MARTIN CURRIE GLOBAL PORTFOLIO TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,254.33
18/12/2000,MARUWA CO. LTD,Industrials,Industrial Goods and Services,Japan,Asia,MAIN MARKET ,Yes,"1,352.54"
04/12/2020,MARWYN ACQUISITION COMPANY III LIMITED,Financials,Financial Services ,British Virgin Islands,North America,MAIN MARKET ,Yes,-
04/12/2020,MARWYN ACQUISITION COMPANY II LIMITED,Financials,Financial Services ,British Virgin Islands,North America,MAIN MARKET ,Yes,-
08/12/2008,MARWYN VALUE INVESTORS LIMITED,Financials,Financial Services ,Cayman Islands,North America,MAIN MARKET ,Yes,53.74
14/04/2021,MAST ENERGY DEVELOPMENTS PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,2.72
23/11/2005,MATTIOLI WOODS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,299.9
12/12/2001,MAVEN INCOME AND GROWTH VCT 3 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,58.41
04/12/2000,MAVEN INCOME AND GROWTH VCT 5 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,60.9
17/02/2005,MAVEN INCOME & GROWTH VCT 4 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,87.28
06/04/2000,MAVEN INCOME & GROWTH VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,58.27
29/03/2016,MAXCYTE INC,Health Care ,Health Care  ,United States,North America,AIM ,Yes,401.1
13/07/1995,MCBRIDE PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,48.46
28/02/2014,MCCOLL'S RETAIL GROUP PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,0
16/12/2005,MC MINING LIMITED,Energy,Energy,Australia,Pacific,AIM ,Yes,37.97
14/07/2004,M&C SAATCHI PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,235.22
17/10/2012,MD MEDICAL GROUP INVESTMENTS PLC,Health Care ,Health Care  ,Cyprus,Europe,MAIN MARKET ,Yes,-
23/06/2008,MEARS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,220.38
21/12/2022,MEDCAW INVESTMENTS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.9
22/02/2005,MEDIAZEST PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,0.77
21/03/2017,MEDICA GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,191.31
15/02/2016,MEDICLINIC INTERNATIONAL PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"3,667.05"
05/12/1962,ME GROUP INTERNATIONAL PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,474.45
24/11/1943,MEIKLES LIMITED,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",Zimbabwe,Africa,MAIN MARKET ,Yes,-
31/08/2016,MELROSE INDUSTRIES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"6,750.62"
31/07/2015,MENHADEN RESOURCE EFFICIENCY PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,75.52
03/07/1952,MERCANTILE INVESTMENT TRUST (THE) PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,584.11"
07/10/2010,MERCANTILE PORTS & LOGISTICS LIMITED,Industrials,Industrial Goods and Services,Guernsey,Europe,AIM ,No,2.18
09/03/1954,MERCHANTS TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,815.39
18/12/2014,MERCIA ASSET MANAGEMENT PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,117.9
31/03/2003,MERIT GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,7.19
23/07/2019,METALNRG PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,0.86
22/10/2004,METALS EXPLORATION PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,37.49
07/03/2016,METRO BANK PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,183.24
09/02/2021,MGC PHARMACEUTICALS LIMITED,Health Care ,Health Care  ,Australia,Pacific,MAIN MARKET ,Yes,13.62
14/11/2018,M&G CREDIT INCOME INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,129.43
21/10/2019,M&G PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"4,673.01"
15/05/2008,MHP SE,Consumer Staples ,"Food, Beverage and Tobacco ",Luxembourg,Europe,MAIN MARKET ,Yes,-
26/05/2004,MICHELMERSH BRICK HOLDINGS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,88.47
22/07/2021,MICROLISE GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,182.61
11/04/2011,MICROSAIC SYSTEMS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,3.02
06/07/2006,MIDDLEFIELD CANADIAN INCOME PCC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,115.01
06/05/2016,MIDWICH GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,455.96
21/10/1981,MID-WYND INTERNATIONAL INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,439.89
06/04/2004,MIGO OPPORTUNITIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,77.34
07/10/2016,MILA RESOURCES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2.69
04/10/2022,MILTON CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.9
26/11/2013,MINCON GROUP PLC,Industrials,Industrial Goods and Services,Ireland,Europe,AIM ,Yes,193.35
28/06/2018,MIND GYM PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,68.61
16/10/2006,MINERAL & FINANCIAL INVESTMENTS LIMITED,Financials,Financial Services ,Cayman Islands,North America,AIM ,Yes,7.27
08/07/2022,MING YANG SMART ENERGY GROUP LIMITED,Energy,Energy,China,Asia,MAIN MARKET ,Yes,-
06/03/2020,"MINING, MINERALS & METALS PLC",Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.25
02/05/2007,MINOAN GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,6.43
21/12/2004,MIRADA PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,1.69
19/12/2017,MIRRIAD ADVERTISING PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,4.4
15/04/2003,MITCHELLS & BUTLERS PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,982.7
29/11/1988,MITIE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,116.69"
30/04/2015,MITON UK MICROCAP TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,55.08
19/12/2014,MJ GLEESON PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,252.04
12/12/2019,MJ HUDSON GROUP PLC,Financials,Financial Services ,Jersey,Europe,AIM ,No,26.69
15/06/2016,MKANGO RESOURCES LTD,Basic Materials,Basic Resources,Canada,North America,AIM ,Yes,27.66
11/07/2000,MOBEUS INCOME & GROWTH 2 VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,67.43
08/03/1999,MOBEUS INCOME & GROWTH 4 VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,83.88
08/10/2004,MOBEUS INCOME & GROWTH VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,102.91
15/02/2006,MOBILE STREAMS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,5.35
08/03/2006,MOBILE TORNADO GROUP PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,7.52
05/07/2007,MOBILITYONE LIMITED,Industrials,Industrial Goods and Services,Jersey,Europe,AIM ,No,6.64
01/10/2018,MOBIUS INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,143.14
05/10/2020,MODE GLOBAL HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.71
20/07/2004,MOLECULAR ENERGIES PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,10.21
15/06/2016,MOLTEN VENTURES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,418.61
18/05/1998,MOLTEN VENTURES VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,98.09
04/04/1996,MOMENTUM MULTI-ASSET VALUE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,43.09
03/07/2007,MONDI PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"6,224.80"
31/07/2007,MONEYSUPERMARKET.COM GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,"1,336.79"
29/01/1952,MONKS INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,259.92"
13/05/1981,MONTANARO EUROPEAN SMALLER C. TST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,260.65
16/03/1995,MONTANARO UK SMALLER COMPANIES INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,175.75
02/02/2021,MOONPIG GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,422.17
04/03/2022,MORE ACQUISITIONS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.19
02/10/1946,MORGAN ADVANCED MATERIALS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,807.6
28/10/1994,MORGAN SINDALL GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,800.26
14/11/2014,MORTGAGE ADVICE BUREAU (HOLDINGS) PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,423.17
20/03/2014,MOSMAN OIL AND GAS LIMITED,Energy,Energy,Australia,Pacific,AIM ,Yes,3.98
08/01/1986,MOTHERCARE PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,48.26
