Market,Date,Month,Year,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (Â£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650,Market_new,0,1,2,3
AIM,2016-06-21,2016-06-01,2016,COM ,COMPTOIR GROUP PLC,New Company Placing,United Kingdom,5757.0,Travel & Leisure,Restaurants & Bars,50.0,GBX,64.32,Cenkos Securities Plc,8.0,8,16,57.0,68.400002,50.0,67.0,1036601.0,65.5,60.0,82.0,70.5,19.5,9.25,8.5,,0,1.0,0.0,0.0,0.0
AIM,2016-06-15,2016-06-01,2016,GROW,DRAPER ESPRIT PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,300.0,GBX,125.07,Numis Securities Limited,74.16,0,74.16,312.0,312.0,304.0,307.5,292395.0,306.5,302.5,322.5,351.0,330.0,482.0,862.0,,0,0.0,0.0,0.0,1.0
AIM,2016-06-15,2016-06-01,2016,MKA ,MKANGO RESOURCES LTD,New Company Placing,Canada,1775.0,Mining,General Mining,3.3,GBX,2.84,SP Angel Corporate Finance LLP,0.0,1,1,3.25,4.625,3.25,4.0,2727690.0,4.75,4.25,5.25,3.75,3.0,7.7,29.75,,0,1.0,0.0,0.0,0.0
AIM,2016-06-14,2016-06-01,2016,TMO ,TIME OUT GROUP PLC,New Company Placing,United Kingdom,5557.0,Media,Publishing,150.0,GBX,181.35,Liberum Capital Limited,90.0,-,-,150.541306,154.500305,127.080299,136.366898,702189.0,141.010193,124.880798,137.344498,136.366898,131.968002,82.113403,60.5,,0,0.0,1.0,0.0,0.0
UK Main Market,2016-06-14,2016-06-01,2016,PU12,PUMA VCT 12 PLC,Offer for Subscription - New Company,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,GBX,38.64,No Advisor,30.91,-,-,100.0,100.0,100.0,26.281796,0.0,26.281796,26.281796,26.281796,26.281796,26.281796,24.179247,24.217505,,3,1.0,0.0,0.0,0.0
AIM,2016-06-10,2016-06-01,2016,ACRL,ACCROL GROUP HLDGS PLC,New Company Placing,United Kingdom,3724.0,Household Goods,Nondurable Household Products,100.0,GBX,102.31,Zeus Capital Limited,43.33,-,-,106.589996,116.814598,104.842598,104.175858,2922451.0,104.175858,100.38765,120.749313,119.802269,140.746826,22.487829,50.685944,,0,0.0,1.0,0.0,0.0
AIM,2016-05-27,2016-05-01,2016,DCTA,DIRECTA PLUS PLC,New Company Placing,United Kingdom,1357.0,Chemicals,Specialty Chemicals,75.0,GBX,46.64,Cantor Fitzgerald Europe,12.78,-,-,83.0,107.0,83.0,105.5,269264.0,156.0,138.0,148.5,122.0,66.5,49.0,111.0,,0,1.0,0.0,0.0,0.0
AIM,2016-05-20,2016-05-01,2016,SDX ,SDX ENERGY INC,New Company Placing,Canada,533.0,Oil & Gas Producers,Exploration & Production,18.0,GBX,15.76,Cantor Fitzgerald Europe,6.89,-,-,24.549999,24.549999,20.25,20.75,1432549.0,22.5,22.375,25.5,25.0,58.0,72.5,17.5,,0,1.0,0.0,0.0,0.0
AIM,2016-05-18,2016-05-01,2016,ONC ,ONCIMMUNE HLDGS PLC,New Company Placing,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,130.0,GBX,67.61,Zeus Capital Limited,11.0,-,-,134.0,140.0,126.0,132.5,105687.0,130.0,125.5,116.0,111.5,147.5,125.0,215.0,,0,1.0,0.0,0.0,0.0
UK Main Market,2016-05-18,2016-05-01,2016,MOTR,MOTORPOINT GROUP PLC,New Company Placing,United Kingdom,5379.0,General Retailers,Specialty Retailers,200.0,GBX,225.88,No Advisor,0.0,-,-,217.5,227.0,217.5,205.0947265625,560297.0,215.033203125,198.7701873779297,180.7001800537109,120.73031616210938,146.03433227539062,230.2967529296875,283.5,,3,1.0,0.0,0.0,0.0
AIM,2016-05-10,2016-05-01,2016,HOTC,HOTEL CHOCOLAT GROUP PLC,New Company Placing,United Kingdom,3577.0,Food Producers,Food Products,148.0,GBX,214.39,Liberum Capital Limited,12.0,-,-,175.0,197.0,148.0,187.03170776367188,4463268.0,203.2739105224609,201.7973480224609,189.49264526367188,251.5083923339844,349.45391845703125,391.2783508300781,385.0,,0,0.0,0.0,0.0,1.0
UK Main Market,2016-05-10,2016-05-01,2016,TOOP,TOOPLE PLC,New Company Placing,United Kingdom,9578.0,Technology Hardware & Equipment,Telecommunications Equipment,8.0,GBX,9.25,No Advisor,2.0,-,-,10.0,10.0,8.625,9.25,707632.0,8.625,8.25,6.875,5.625,3.625,0.8999999761581421,0.0700000002980232,,3,0.0,0.0,0.0,1.0
AIM,2016-05-06,2016-05-01,2016,MIDW,MIDWICH GROUP PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,208.0,GBX,186.7,Investec Bank PLC,26.0,-,-,225.0,240.0,209.47900390625,203.32130432128903,4702242.0,205.05169677734372,233.6031646728516,200.5093994140625,189.2731170654297,279.1234436035156,582.242431640625,449.9351196289063,,0,1.0,0.0,0.0,0.0
UK Main Market,2016-04-26,2016-04-01,2016,FORT,FORTERRA PLC,New Company Placing,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,180.0,GBX,352,No Advisor,0.0,-,-,180.0,182.0,175.0,141.88711547851562,13328421.0,142.69789123535156,143.50869750976562,95.6724624633789,142.77606201171875,168.8285675048828,267.2459411621094,275.2452392578125,,3,0.0,0.0,0.0,1.0
AIM,2016-04-15,2016-04-01,2016,OSI ,OSIRIUM TECHNOLOGIES PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,156.0,GBX,18.4,Panmure Gordon (UK) Limited,4.03,-,-,161.5,185.0,161.5,177.0,91714.0,174.5,187.5,187.5,191.0,101.5,133.5,25.0,,0,0.0,0.0,0.0,1.0
International Main Market,2016-04-13,2016-04-01,2016,BMV ,BLUEBIRD MERCHANT VENTURES LTD,New Company Placing,British Virgin Islands,1755.0,Industrial Metals,Nonferrous Metals,5.75,GBX,9.02,No Advisor,1.74,-,-,6.2,6.2,4.5,4.875,2159121.0,4.375,4.125,2.75,2.125,1.8,3.05,4.05,,1,1.0,0.0,0.0,0.0
AIM,2016-03-29,2016-03-01,2016,MXCT,MAXCYTE INC,New Company Placing,USA,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,70.0,GBX,33.25,Panmure Gordon (UK) Limited,10.0,-,-,75.0,77.0,75.0,76.5,2407.0,82.0,78.0,81.0,84.5,265.0,249.0,870.0,,0,1.0,0.0,0.0,0.0
AIM,2016-03-23,2016-03-01,2016,WJG ,WATKIN JONES PLC,New Company Placing,United Kingdom,3728.0,Household Goods,Home Construction,100.0,GBX,257.55,Zeus Capital Limited,85.44,-,-,104.0,105.0,100.5,76.899902,3409375.0,77.47094,83.75238,84.006706,87.089516,120.980438,150.460083,192.117416,,0,0.0,0.0,1.0,0.0
AIM,2016-03-18,2016-03-01,2016,CER ,CERILLION PLC,New Company Placing,United Kingdom,9533.0,Software & Computer Services,Computer Services,76.0,GBX,23.46,Shore Capital & Corporate Limi,10.0,-,-,80.0,85.0,78.0,67.107063,364860.0,72.17173,94.962807,88.778496,105.851311,130.555634,134.850845,399.080231,,0,0.0,0.0,0.0,1.0
AIM,2016-03-17,2016-03-01,2016,YU. ,YU GROUP PLC,New Company Placing,United Kingdom,7575.0,"Gas, Water & Multiutilities",Multiutilities,185.0,GBX,27.76,Shore Capital & Corporate Limi,7.5,-,-,190.0,198.0,190.0,194.162231,92396.0,198.09465,234.46933,231.028488,228.570724,266.037048,1113.547241,360.0,,0,0.0,0.0,0.0,1.0
AIM,2016-02-26,2016-02-01,2016,STX ,SHIELD THERAPEUTICS PLC,New Company Placing,United Kingdom,4577.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,150.0,GBX,169.77,Liberum Capital Ltd,32.5,-,-,154.5,159.0,156.5,157.0,18399.0,160.5,164.5,177.5,157.5,168.5,24.5,51.5,,0,1.0,0.0,0.0,0.0
AIM,2016-02-16,2016-02-01,2016,CRC ,CIRCLE PROPERTY PLC,New Company Placing,United Kingdom,8633.0, Real Estate Investment & Services, Real Estate Holding & Development,0.0,GBX,43.27,Peel Hunt LLP,0.0,-,-,154.0,154.0,153.0,28.607269,4100.0,28.700756,28.700756,28.233313,28.119322,29.241505,32.421303,39.759968,,0,0.0,0.0,0.0,1.0
UK Main Market,2016-02-12,2016-02-01,2016,ASCL,ASCENTIAL PLC,New Company Placing,United Kingdom,5555.0,Media,Media Agencies,200.0,GBX,872,No Advisor,199.9,-,-,202.0,204.5,199.0,184.2241668701172,26512992.0,204.3737030029297,228.43800354003903,220.14791870117188,222.9112701416016,278.2557373046875,341.1002502441406,364.2000122070313,,3,1.0,0.0,0.0,0.0
UK Main Market,2016-02-10,2016-02-01,2016,CMCX,CMC MARKETS,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,240.0,GBX,642.07,No Advisor,14.85,-,-,241.5,245.0,234.0,164.1126708984375,35263938.0,153.5137481689453,166.8478546142578,173.34400939941406,189.41336059570312,77.66641235351562,113.48600006103516,368.8353576660156,,3,1.0,0.0,0.0,0.0
UK Main Market,2016-02-08,2016-02-01,2016,CYBG,CYBG PLC,New Company Placing,United Kingdom,8355.0,Banks,Banks,29.87504996047719,GBX,1785.01,No Advisor,0.0,-,-,19.867599487304688,19.867599487304688,19.867599487304688,19.867599487304688,0.0,16.43000030517578,16.53499984741211,17.336999893188477,,,,,,3,1.0,0.0,0.0,0.0
UK Main Market,2016-01-29,2016-01-01,2016,DVT ,DAVICTUS PLC,New Company Placing,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,10.0,GBX,1.24,No Advisor,1.0,-,-,0.105,0.115,0.105,0.11,1150100.0,0.1125,0.12,0.12,0.12,0.115,0.11,0.035,,3,0.0,0.0,0.0,1.0
AIM,2015-12-17,2015-12-01,2015,PURP,PURPLEBRICKS GROUP PLC,New Company Placing,United Kingdom,8637.0, Real Estate Investment & Services, Real Estate Services,100.0,GBX,223.44,Zeus Capital Limited,25.0,-,-,105.75,106.5,92.01000213623048,93.0,3683538.0,98.5,77.5,124.0,135.0,151.0,368.75,75.5999984741211,,0,0.0,0.0,1.0,0.0
UK Main Market,2015-12-15,2015-12-01,2015,CCJI,CC JAPAN INCOME & GROWTH TRUST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,68.33,No Advisor,66.5,-,-,101.11000061035156,104.0,101.0,84.07743072509766,142344.0,84.28199768066406,85.91854858398438,87.14595031738281,86.12310791015625,96.63465881347656,130.0897216796875,122.06417083740234,,3,1.0,0.0,0.0,0.0
UK Main Market,2015-12-09,2015-12-01,2015,SERE,SCHRODER EURPN REAL EST INV TST LTD,New Company Placing,United Kingdom,8674.0, Real Estate Investment Trusts, Diversified REITs,100.0,GBX,109.11,No Advisor,107.5,-,-,100.0,102.5,100.0,66.61891174316406,477140.0,67.9316177368164,72.19786071777344,68.42388153076172,72.85420227050781,68.16585540771484,75.6508560180664,80.12716674804688,,3,0.0,0.0,0.0,1.0
AIM,2015-11-30,2015-11-01,2015,TLOU,TLOU ENERGY,New Company Placing,Australia,533.0,Oil & Gas Producers,Exploration & Production,6.5,GBX,13.37,Grant Thornton UK LLP,1.2,-,-,6.547399997711182,6.547399997711182,5.863399982452393,6.352000236511231,276393.0,5.37470006942749,5.37470006942749,3.7867000102996826,3.420300006866455,6.59630012512207,11.482500076293944,3.650000095367432,,0,0.0,0.0,0.0,1.0
UK Main Market,2015-11-18,2015-11-01,2015,SCT ,SOFTCAT PLC,New Company Placing,United Kingdom,9533.0,Software & Computer Services,Computer Services,150.0354486238621,GBX,550.97,No Advisor,0.0,-,-,265.0,288.75,260.25,234.283096,10220867.0,242.65036,251.017639,243.487122,265.012482,272.163635,494.308655,1077.464478,,3,1.0,0.0,0.0,0.0
AIM,2015-11-17,2015-11-01,2015,FARN,FARON PHARMACEUTICALS OY,New Company Placing,Finland,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,260.0,GBX,64.13,Cairn Financial Advisers LLP,10.0,-,-,294.9410095214844,294.9410095214844,269.9460144042969,277.4444885253906,3763.0,274.94500732421875,259.947998046875,257.448486328125,257.448486328125,251.94960021972656,821.8355712890625,280.0,,0,1.0,0.0,0.0,0.0
International Main Market,2015-11-17,2015-11-01,2015,SCGL,SEALAND CAPITAL GALAXY LTD,New Company Placing,Cayman Islands,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,10.0,GBX,3.75,No Advisor,0.75,-,-,1.25,1.25,1.25,1.25,0.0,1.25,1.25,1.25,1.25,1.25,13.5,1.4500000476837158,,1,1.0,0.0,0.0,0.0
UK Main Market,2015-11-12,2015-11-01,2015,GYM ,GYM GROUP PLC,New Company Placing,United Kingdom,5755.0,Travel & Leisure,Recreational Services,195.0,GBX,260.69,No Advisor,89.92,-,-,199.0,216.75,195.0,200.980545,1622137.0,198.64502,198.15332,238.96405,263.548859,195.911545,222.701813,137.199997,,3,1.0,0.0,0.0,0.0
SFM,2015-11-09,2015-11-01,2015,TFG ,TETRAGON FINANCIAL GROUP LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,19.080828709393717,GBX,13.39,No Advisor,0.0,-,-,1.11,1.11,1.11,0.606276,5000.0,0.606276,0.606276,0.606276,1.716933,2.031012,3.556392,6.230379,10.475641,2,0.0,0.0,0.0,1.0
UK Main Market,2015-11-06,2015-11-01,2015,RGL ,REGIONAL REIT LTD,New Company Placing,United Kingdom,8674.0, Real Estate Investment Trusts, Diversified REITs,51.47566148771758,GBX,281.76,No Advisor,0.0,-,-,102.0,104.0,100.0,58.411961,2608869.0,57.445995,57.105068,58.809704,61.103535,61.692608,66.748199,51.192364,,3,0.0,0.0,0.0,1.0
SFM,2015-11-05,2015-11-01,2015,AXI ,AXIOM EUROPEAN FINCL DEBT FUND LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,51.5,No Advisor,50.74,-,-,103.0,103.0,100.0,66.160225,30040.0,66.160225,66.160225,66.160225,62.9011,61.918167,68.837799,73.961189,,2,0.0,0.0,0.0,1.0
UK Main Market,2015-11-02,2015-11-01,2015,HSW ,HOSTELWORLD GROUP PLC,New Company Placing,United Kingdom,5759.0,Travel & Leisure,Travel & Tourism,185.0,GBX,193.77,No Advisor,132.68,-,-,190.285202,197.186707,190.285202,153.904251,6021205.0,167.329575,166.940399,155.266251,232.121185,179.801956,276.473114,52.0,,3,0.0,0.0,0.0,1.0
UK Main Market,2015-10-27,2015-10-01,2015,IBST,IBSTOCK PLC,New Company Placing,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,190.0,GBX,780.59,No Advisor,100.0,-,-,199.0,201.75,190.0,150.348068,65645975.0,146.896164,147.279739,152.112366,148.737183,129.702316,204.022629,154.286636,,3,0.0,0.0,0.0,1.0
International Main Market,2015-10-26,2015-10-01,2015,UPL ,UPLAND RESOURCES LTD,New Company Placing,British Virgin Islands,8775.0,General Financial,Specialty Finance,1.0,GBX,2.77,No Advisor,1.3,-,-,1.19,1.355,1.0,1.3,2161255.0,1.05,0.9,0.975,1.375,1.375,1.36,0.575,,1,1.0,0.0,0.0,0.0
AIM,2015-10-21,2015-10-01,2015,EVG ,EVGEN PHARMA PLC,New Company Placing,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,37.0,GBX,25.6,Northland Capital Partners Lim,7.0,-,-,41.879299,44.342701,34.4888,34.612,2494766.0,32.025299,26.851999,22.9104,19.2152,23.8958,18.476101,13.9926,,0,0.0,1.0,0.0,0.0
UK Main Market,2015-09-28,2015-09-01,2015,OTB ,ON THE BEACH GROUP PLC,New Company Placing,United Kingdom,5759.0,Travel & Leisure,Travel & Tourism,184.0,GBX,283.86,No Advisor,10.0,-,-,199.5,210.0,199.0,199.111038,646383.0,211.737549,205.424271,217.565201,276.812897,208.82373,394.500092,231.5,,3,1.0,0.0,0.0,0.0
UK Main Market,2015-07-31,2015-07-01,2015,MHN ,MENHADEN CAPITAL PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,82,No Advisor,80.0,-,-,103.25,103.5,103.199997,100.906715,10103.0,100.660606,100.660606,97.707237,67.927452,58.082893,65.958534,83.833664,,3,0.0,0.0,0.0,1.0
UK Main Market,2015-07-10,2015-07-01,2015,KNOS,KAINOS GROUP LTD,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,139.0,GBX,205.24,No Advisor,0.0,-,-,167.0,177.0,165.0,151.1717529296875,6060058.0,166.81021118164062,181.14547729492188,189.39910888671875,216.36947631835935,130.8280487060547,254.59271240234372,735.8170166015625,,3,1.0,0.0,0.0,0.0
AIM,2015-07-03,2015-07-01,2015,KCR ,K&C REIT PLC,New Company Placing,United Kingdom,8673.0, Real Estate Investment Trusts, Residential REITs,10.0,GBX,4.43,Allenby Capital Limited,3.57,-,-,102.5,102.5,100.0,101.25,21490.0,101.25,101.25,90.0,75.0,75.0,80.0,32.5,,0,1.0,0.0,0.0,0.0
AIM,2015-07-01,2015-07-01,2015,ORCH,ORCHARD FUNDING GROUP PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,96.0,GBX,20.71,Panmure Gordon (UK) Limited,10.0,-,-,103.0,103.0,96.0,72.996796,109233.0,72.996796,76.006966,75.254433,86.918861,81.222549,72.110481,66.323563,,0,0.0,0.0,0.0,1.0
UK Main Market,2015-06-24,2015-06-01,2015,PRTC,PURETECH HEALTH PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,160.0,GBX,409.05,No Advisor,108.16,-,-,170.0,178.0,170.0,178.0,2844356.0,174.0,161.5,150.25,170.0,142.0,120.0,269.0,,3,1.0,0.0,0.0,0.0
International Main Market,2015-06-15,2015-06-01,2015,CRN ,CAIRN HOMES PLC,New Company Placing,Republic of Ireland,3728.0,Household Goods,Home Construction,1.0,GBX,353.39,No Advisor,305.72,-,-,105.0,107.0,100.0,90.616188,87886629.0,90.616188,96.657265,93.205215,101.18808,92.126457,138.297546,84.171707,,1,1.0,0.0,0.0,0.0
UK Main Market,2015-06-15,2015-06-01,2015,APAX,APAX GLOBAL ALPHA LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,119.2,GBX,612.65,No Advisor,218.18,-,-,120.0,124.87000274658205,120.0,79.46589660644531,5485703.0,79.38626098632812,78.51039123535156,76.99749755859375,75.00688934326172,77.86917877197266,101.8330078125,113.38414764404295,,3,1.0,0.0,0.0,0.0
AIM,2015-06-08,2015-06-01,2015,GTLY,GATELEY HLDGS PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,95.0,GBX,104.22,Cantor Fitzgerald Europe,5.01,-,-,109.75,115.0,96.0,73.61201477050781,904368.0,75.4709243774414,73.61201477050781,73.61201477050781,77.3298110961914,81.81665802001953,154.0794219970703,123.66461944580078,,0,1.0,0.0,0.0,0.0
AIM,2015-06-03,2015-06-01,2015,G4M ,GEAR 4 MUSIC (HLDGS) LTD,New Company Placing,United Kingdom,3745.0,Leisure Goods,Recreational Products,139.0,GBX,28.82,Panmure Gordon (UK) Limited,9.97,-,-,144.25,145.0,140.0,143.0,51405.0,142.5,139.0,140.0,146.0,134.5,764.0,275.0,,0,1.0,0.0,0.0,0.0
SFM,2015-05-13,2015-05-01,2015,AA4 ,AMEDEO AIR FOUR PLUS LTD,New Company Placing,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,100.0,GBX,209.07,No Advisor,202.0,-,-,100.0,104.0,100.0,55.796986,5396873.0,56.605637,56.336082,56.470837,55.392643,55.257877,59.476845,20.582426,,2,0.0,0.0,0.0,1.0
UK Main Market,2015-05-12,2015-05-01,2015,AEWU,AEW UK REIT PLC,New Company Placing,United Kingdom,8674.0, Real Estate Investment Trusts, Diversified REITs,1.0,GBX,101.25,No Advisor,100.5,-,-,100.0,101.73999786376952,100.0,54.24863052368164,637128.0,54.71977615356445,55.05632019042969,55.46013259887695,54.45054244995117,55.41586685180664,61.73638153076172,52.18942642211914,,3,1.0,0.0,0.0,0.0
UK Main Market,2015-05-11,2015-05-01,2015,IDHC,INTEGRATED DIAGNOSTICS HLDGS PLC,New Company Placing,United Kingdom,4533.0,Health Care Equipment & Services,Health Care Providers,4.45,GBX,589.88,No Advisor,0.0,-,-,1.2625000476837158,1.399999976158142,1.1124999523162842,1.1268845796585083,94270600.0,1.20737624168396,1.237560749053955,1.2979295253753662,1.1369458436965942,0.957877516746521,0.6307726502418518,0.7422559857368469,,3,0.0,0.0,0.0,1.0
SFM,2015-05-08,2015-05-01,2015,TORO,TORO LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,GBX,247,No Advisor,242.16,-,-,0.9800000190734864,0.9800000190734864,0.9800000190734864,0.4042055010795593,0.0,0.4186413884162903,0.4186413884162903,0.4186413884162903,0.4021432995796203,0.332025945186615,0.3715914785861969,0.2870723903179168,,2,1.0,0.0,0.0,0.0
AIM,2015-05-07,2015-05-01,2015,CBP ,CURTIS BANKS GROUP LTD,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,190.0,GBX,92.4,Peel Hunt LLP,7.5,-,-,200.0,208.0,197.0,171.762711,0.0,171.762711,194.220779,189.645996,259.515533,339.921753,248.675522,243.649658,,0,1.0,0.0,0.0,0.0
UK Main Market,2015-04-30,2015-04-01,2015,MINI,MITON UK MICROCAP TRUST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,50.0,GBX,51.5,No Advisor,50.0,-,-,49.0,49.0,49.0,47.7191047668457,0.0,50.153751373291016,50.153751373291016,53.0753288269043,53.562259674072266,55.26651382446289,57.8501091003418,28.63127326965332,,3,0.0,0.0,0.0,1.0
AIM,2015-03-27,2015-03-01,2015,REDX,REDX PHARMA LTD,New Company Placing,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,85.0,GBX,56.21,Shore Capital & Corporate Limited,15.0,-,-,86.45570373535156,87.95490264892578,84.95649719238281,86.45570373535156,676232.0,84.95649719238281,83.95700073242188,110.94309997558594,101.447998046875,38.97999954223633,32.98310089111328,14.24269962310791,,0,1.0,0.0,0.0,0.0
UK Main Market,2015-03-24,2015-03-01,2015,AUTO,AUTO TRADER GROUP PLC,New Company Placing,United Kingdom,5377.0,General Retailers,Specialized Consumer Services,235.0,GBX,2650,No Advisor,460.35,-,-,261.0,273.75,235.0,235.5044860839844,238772753.0,239.87420654296875,250.91351318359372,275.7518005371094,299.1643371582031,346.29766845703125,359.5321960449219,398.285400390625,,3,1.0,0.0,0.0,0.0
AIM,2015-03-19,2015-03-01,2015,ZEG ,ZEGONA COMMUNICATIONS PLC,New Company Placing,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,120.0,GBX,35.88,Cenkos Securities Limited,29.97,-,-,132.0,145.0,132.0,111.148132,78607.0,108.437187,108.437187,98.755295,123.928223,101.853516,106.078156,81.791344,,0,0.0,0.0,0.0,1.0
UK Main Market,2015-03-18,2015-03-01,2015,RBG ,REVOLUTION BARS GROUP PLC,New Company Placing,United Kingdom,5757.0,Travel & Leisure,Restaurants & Bars,200.0,GBX,95.5,No Advisor,0.0,-,-,175.082504,175.953598,168.114105,156.448715,884230.0,150.552414,157.234924,160.477875,149.373154,139.201279,184.959885,43.901299,,3,1.0,0.0,0.0,0.0
UK Main Market,2015-03-17,2015-03-01,2015,VSL ,VPC SPECIALTY LENDING INVSTMNTS PLC,New Company Placing,United Kingdom,8773.0,General Financial,Consumer Finance,1.0,GBX,194,No Advisor,200.0,-,-,101.0,101.0,96.25,47.068115,7466272.0,48.341873,48.827099,50.343479,49.443203,46.396099,42.244652,50.616302,,3,1.0,0.0,0.0,0.0
AIM,2015-03-16,2015-03-01,2015,TECH,TECHFINANCIALS INC,New Company Placing,British Virgin Islands,9537.0,Software & Computer Services,Software,27.0,GBX,18.41,Grant Thornton UK LLP,3.05,-,-,27.1,27.25,25.0,26.943748,300327.0,32.432289,33.929165,27.941666,19.5,11.0,9.0,0.0045,,0,1.0,0.0,0.0,0.0
UK Main Market,2015-03-11,2015-03-01,2015,DFS ,DFS FURNITURE LTD,New Company Placing,United Kingdom,5375.0,General Retailers,Home Improvement Retailers,255.0,GBX,549.62,No Advisor,97.98,-,-,265.0,270.0,255.0,173.624451,19730515.0,182.135452,174.986206,186.901596,200.348999,226.144165,181.85051,200.445129,,3,0.0,0.0,0.0,1.0
UK Main Market,2015-03-09,2015-03-01,2015,ECEL,EUROCELL PLC,New Company Placing,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,175.0,GBX,190.5,No Advisor,0.0,-,-,177.0,188.0,175.25,142.0514373779297,2333509.0,142.33685302734375,138.6261749267578,150.32901000976562,162.12701416015625,136.09446716308594,157.17752075195312,230.5650787353516,,3,1.0,0.0,0.0,0.0
UK Main Market,2015-03-03,2015-03-01,2015,SEQI,SEQUOIA ECONOMIC INFRAST INC FD LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,156.75,No Advisor,150.0,-,-,104.0,104.75,103.9800033569336,67.55647277832031,1253584.0,68.20293426513672,68.68779754638672,68.93023681640625,67.2120132446289,69.20211791992188,77.9811782836914,93.4688720703125,,3,0.0,0.0,0.0,1.0
UK Main Market,2015-03-02,2015-03-01,2015,WIZZ,WIZZ AIR HLDGS PLC,New Company Placing,United Kingdom,5751.0,Travel & Leisure,Airlines,11.5,GBX,687.27,No Advisor,110.16,-,-,1200.0,1284.0,1150.0,1250.0,14873750.0,1300.0,1345.0,1450.0,1767.0,1813.0,1653.0,3908.0,,3,1.0,0.0,0.0,0.0
UK Main Market,2015-02-19,2015-02-01,2015,NSF ,NON-STANDARD FINANCE LTD,New Company Placing,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,100.0,GBX,105.24,No Advisor,102.28,-,-,101.5,103.0,98.0,85.417442,1507787.0,87.552887,90.542503,90.328941,90.542503,64.917259,55.532925,31.1,,3,1.0,0.0,0.0,0.0
UK Main Market,2015-02-09,2015-02-01,2015,HSS ,HSS HIRE GRP PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,210.0,GBX,306.43,No Advisor,103.0,-,-,143.563995,145.644699,137.495499,140.573914,15819382.0,131.871719,131.202271,134.549225,88.86274,53.016312,47.203777,28.253851,,3,0.0,0.0,0.0,1.0
UK Main Market,2015-01-28,2015-01-01,2015,SCS ,SCS GROUP PLC,New Company Placing,United Kingdom,5375.0,General Retailers,Home Improvement Retailers,175.0,GBX,76,No Advisor,0.0,-,-,188.0,191.615997,187.0,101.918411,676630.0,103.795868,113.987701,118.681297,79.726402,102.596649,109.329971,192.773422,,3,0.0,1.0,0.0,0.0
AIM,2014-12-22,2014-12-01,2014,GFIN,GFINITY PLC,New Company Placing,United Kingdom,5553.0,Media,Broadcasting & Entertainment,17.0,GBX,20.82,Arden Partners plc,3.5,-,-,23.0,27.0,20.0,26.75,1875162.0,26.5,19.625,25.625,21.625,19.5,13.625,3.299999952316284,,0,1.0,0.0,0.0,0.0
