Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650,notes
AIM,2001-03-02,2001-03-01,2001,IPO,,KEYWORLD INVESTMENTS,New Company Placing,United Kingdom,538.0,Leisure & Hotels,Leisure Facilities,2.0,,16.52,,1.25,-,-,,,,,,,,,,,,,,
AIM,2001-03-01,2001-03-01,2001,IPO,,MILLFIELD GROUP,New Company Placing,United Kingdom,873.0,Speciality & Other Finance,Consumer Finance,118.0,,55.6,,18.53,-,-,,,,,,,,,,,,,,
UK Main Market,2001-02-28,2001-02-01,2001,IPO,,EDINBURGH LEVERAGED INCOME TST,New Company Placing,United Kingdom,852.0,Investment Companies,UK Investment Trusts,100.0,,49.72,,49.72,-,-,,,,,,,,,,,,,,
UK Main Market,2001-02-28,2001-02-01,2001,IPO,,ELIT ZEROS 2008,New Company Placing,United Kingdom,7.0,Preference,Preference,100.0,, -   ,,8.57,-,-,,,,,,,,,,,,,,
AIM,2001-02-26,2001-02-01,2001,IPO,,BLAVOD BLACK VODKA,New Company Placing,United Kingdom,416.0,Beverages,Beverages - Distillers & Vintners,98.0,,14.04,,4.15,-,-,,,,,,,,,,,,,,
AIM,2001-02-23,2001-02-01,2001,IPO,,TRIBAL GROUP,New Company Placing,United Kingdom,583.0,Support Services,"Education, Business Training & Employment Agencies",165.0,,56.32,,14.0,-,-,,,,,,,,,,,,,,
UK Main Market,2001-02-22,2001-02-01,2001,IPO,,SINGER & FRIEDLANDER AIM 3 VCT,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,5.09,,5.09,-,-,,,,,,,,,,,,,,
AIM,2001-02-21,2001-02-01,2001,IPO,,OYSTERTEC,New Company Placing,United Kingdom,266.0,Engineering & Machinery,Engineering Fabricators,23.0,,30,,7.0,-,-,,,,,,,,,,,,,,
UK Main Market,2001-02-20,2001-02-01,2001,IPO,,ARTEMIS AIM VCT,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,3.54,,3.54,-,-,,,,,,,,,,,,,,
International Main Market,2001-02-16,2001-02-01,2001,IPO,,ORANGE SA,International Offering (GDR),France,678.0,Telecommunication Services,Wireless Telecommunications Services,607.0,,29147.63,,3089.63,-,-,,,,,,,,,,,,,,
AIM,2001-02-14,2001-02-01,2001,IPO,,STAFFING VENTURES,New Company Placing,United Kingdom,583.0,Support Services,"Education, Business Training & Employment Agencies",2.0,,3.03,,1.03,-,-,,,,,,,,,,,,,,
AIM,2001-02-12,2001-02-01,2001,IPO,,HEREWARD VENTURES,New Company Placing,United Kingdom,43.0,Mining,Gold Mining,5.0,,2.13,,0.5,-,-,,,,,,,,,,,,,,
UK Main Market,2001-02-01,2001-02-01,2001,IPO,,GOIT ZEROS 2008,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,100.0,, -   ,,11.51,-,-,,,,,,,,,,,,,,
AIM,2001-02-01,2001-02-01,2001,IPO,,WARTHOG,New Company Placing,United Kingdom,535.0,Leisure & Hotels,Home Entertainment,43.0,,17.97,,5.0,-,-,,,,,,,,,,,,,,
UK Main Market,2001-02-01,2001-02-01,2001,IPO,,GEARED OPPORTUNITIES INCOME TRUST,New Company Placing,United Kingdom,852.0,Investment Companies,UK Investment Trusts,100.0,,4.3,,4.3,-,-,,,,,,,,,,,,,,
AIM,2001-01-31,2001-01-01,2001,IPO,,TRANSPORT SYSTEMS,New Company Placing,United Kingdom,596.0,Transport,"Rail, Road & Freight",25.0,,2.24,,1.69,-,-,,,,,,,,,,,,,,
AIM,2001-01-30,2001-01-01,2001,IPO,,SPORTINGBET.COM(UK) PLC,New Company Placing,United Kingdom,532.0,Leisure & Hotels,Gambling,120.0,,155.75,,18.0,-,-,,,,,,,,,,,,,,
UK Main Market,2001-01-30,2001-01-01,2001,IPO,,BARONSMEAD VCT 3,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,5.72,,5.72,-,-,,,,,,,,,,,,,,
UK Main Market,2001-01-22,2001-01-01,2001,IPO,,LINDSELL TRAIN INVESTMENT TST(THE),New Company Placing,United Kingdom,851.0,Investment Companies,International Investment Trusts,10000.0,,20,,20.0,-,-,,,,,,,,,,,,,,
AIM,2001-01-22,2001-01-01,2001,IPO,,TIGER RESOURCE FINANCE,New Company Placing,United Kingdom,45.0,Mining,Mining Finance,2.0,,4.47,,3.62,-,-,,,,,,,,,,,,,,
AIM,2001-01-22,2001-01-01,2001,IPO,,GALAHAD CAPITAL,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,10.0,,2.75,,1.38,-,-,,,,,,,,,,,,,,
AIM,2001-01-22,2001-01-01,2001,IPO,,INNOBOX,New Company Placing,United Kingdom,519.0,Distributors,Distributors - Other,10.0,,1.25,,1.0,-,-,,,,,,,,,,,,,,
UK Main Market,2001-01-17,2001-01-01,2001,IPO,,CLOSE TECHNOLOGY & GENERAL VCT,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,3.62,,3.62,-,-,,,,,,,,,,,,,,
AIM,2001-01-12,2001-01-01,2001,IPO,,OFFSHORE TELECOM,New Company Placing,United Kingdom,678.0,Telecommunication Services,Wireless Telecommunications Services,2.5,,2.39,,0.7,-,-,,,,,,,,,,,,,,
UK Main Market,2001-01-11,2001-01-01,2001,IPO,,NORTHERN AIM VCT,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,20,,20.0,-,-,,,,,,,,,,,,,,
AIM,2001-01-08,2001-01-01,2001,IPO,,INTERCEDE GROUP,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,60.0,,9.82,,2.78,-,-,,,,,,,,,,,,,,
AIM,2000-12-21,2000-12-01,2000,IPO,,CYBERES,New Company Placing,United Kingdom,538.0,Leisure & Hotels,Leisure Facilities,55.0,,11,,5.0,-,-,,,,,,,,,,,,,,
AIM,2000-12-21,2000-12-01,2000,IPO,,ENVIRONMENTAL POLYMERS GROUP,New Company Placing,United Kingdom,116.0,Chemicals,Chemicals - Advanced Materials,15.0,,11.22,,4.95,-,-,,,,,,,,,,,,,,
AIM,2000-12-20,2000-12-01,2000,IPO,,DYNAMIC COMMERCIAL FINANCE,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,153.0,,6,,5.1,-,-,,,,,,,,,,,,,,
AIM,2000-12-19,2000-12-01,2000,IPO,,I-DOCUMENTSYSTEMS GROUP,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,12.0,,15.4,,3.4,-,-,,,,,,,,,,,,,,
AIM,2000-12-18,2000-12-01,2000,IPO,,CONDER ENVIRONMENTAL,New Company Placing,United Kingdom,264.0,Engineering & Machinery,Engineering - Contractors,20.0,,7.45,,3.5,-,-,,,,,,,,,,,,,,
International Main Market,2000-12-15,2000-12-01,2000,IPO,,MERRILL LYNCH DEFINED INC AND GRWTH,New Company Placing,Republic of Ireland,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,40,,40.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-12-15,2000-12-01,2000,IPO,,INCISIVE MEDIA,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,143.0,,71.22,,34.73,-,-,,,,,,,,,,,,,,
UK Main Market,2000-12-14,2000-12-01,2000,IPO,,BRITANNIC GLOBAL INCOME TRUST,New Company Placing,United Kingdom,899.0,Investment Companies Other,Split Capital Investment Trusts,100.0,,71.25,,71.25,-,-,,,,,,,,,,,,,,
UK Main Market,2000-12-14,2000-12-01,2000,IPO,,ALKANE ENERGY,New Company Placing,United Kingdom,73.0,Oil & Gas,Oil & Gas - Exploration & Production,90.0,,80.42,,30.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-12-14,2000-12-01,2000,IPO,,BRITANNIC GLOBAL INCOME SECURITIES,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,100.0,, -   ,,18.75,-,-,,,,,,,,,,,,,,
AIM,2000-12-14,2000-12-01,2000,IPO,,COMELEON,New Company Placing,United Kingdom,581.0,Support Services,Business Support Services,165.0,,20.89,,9.4,-,-,,,,,,,,,,,,,,
UK Main Market,2000-12-13,2000-12-01,2000,IPO,,RIVERSOFT,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,94.0,,227.36,,83.0,-,-,,,,,,,,,,,,,,
AIM,2000-12-12,2000-12-01,2000,IPO,,CSS STELLAR,New Company Placing,United Kingdom,545.0,Media & Entertainment,Media Agencies,180.0,,27.2,,5.0,-,-,,,,,,,,,,,,,,
AIM,2000-12-12,2000-12-01,2000,IPO,,TIME2LEARN,New Company Placing,United Kingdom,583.0,Support Services,"Education, Business Training & Employment Agencies",1.0,,6.55,,2.3,-,-,,,,,,,,,,,,,,
UK Main Market,2000-12-11,2000-12-01,2000,IPO,,FRAMLINGTON GLBL FINANCIAL & INC FD,New Company Placing,United Kingdom,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,60,,60.0,-,-,,,,,,,,,,,,,,
AIM,2000-12-11,2000-12-01,2000,IPO,,EUROPEAN DIAMONDS,New Company Placing,United Kingdom,48.0,Mining,Other Mineral Extractors & Mines,70.0,,11.25,,3.4,-,-,,,,,,,,,,,,,,
AIM,2000-12-08,2000-12-01,2000,IPO,,SURFACE TECHNOLOGY SYSTEMS,New Company Placing,United Kingdom,936.0,Information Technology Hardware,Semiconductors,138.0,,41.41,,13.8,-,-,,,,,,,,,,,,,,
AIM,2000-12-08,2000-12-01,2000,IPO,,SEFTON RESOURCES INC,New Company Placing,British Virgin Islands,73.0,Oil & Gas,Oil & Gas - Exploration & Production,5.0,,9.6,,1.55,-,-,,,,,,,,,,,,,,
International Main Market,2000-12-07,2000-12-01,2000,IPO,,POWER LEISURE,New Company Placing,Republic of Ireland,532.0,Leisure & Hotels,Gambling,147.0,,68.97,,13.28,-,-,,,,,,,,,,,,,,
AIM,2000-12-07,2000-12-01,2000,IPO,,FINELOT,New Company Placing,United Kingdom,526.0,General Retailers,Retailers - Hardlines,35.0,,8.72,,3.5,-,-,,,,,,,,,,,,,,
AIM,2000-12-07,2000-12-01,2000,IPO,,HIDEFIELD,New Company Placing,United Kingdom,48.0,Mining,Other Mineral Extractors & Mines,10.0,,3.55,,0.4,-,-,,,,,,,,,,,,,,
AIM,2000-12-06,2000-12-01,2000,IPO,,MISSION TESTING,New Company Placing,United Kingdom,581.0,Support Services,Business Support Services,220.0,,34.78,,10.5,-,-,,,,,,,,,,,,,,
AIM,2000-12-05,2000-12-01,2000,IPO,,PIPEHAWK,New Company Placing,United Kingdom,137.0,Construction & Building Materials,Other Construction,52.0,,7.52,,2.84,-,-,,,,,,,,,,,,,,
International Main Market,2000-12-04,2000-12-01,2000,IPO,,GENERICS GROUP AG,International Offering (GDR),Switzerland,581.0,Support Services,Business Support Services,21000.0,,226.15,,67.72,-,-,,,,,,,,,,,,,,
UK Main Market,2000-12-04,2000-12-01,2000,IPO,,AIM VCT2,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,28.8,,28.8,-,-,,,,,,,,,,,,,,
AIM,2000-12-04,2000-12-01,2000,IPO,,KNOWLEDGE TECHNOLOGY SOLUTIONS,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,4.5,,2.9,,0.66,-,-,,,,,,,,,,,,,,
AIM,2000-12-01,2000-12-01,2000,IPO,,ADVANCE CAPITAL INVEST,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,25.0,,1.98,,1.85,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-30,2000-11-01,2000,IPO,,GENEMEDIX,New Company Placing,United Kingdom,480.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,90.0,,260.69,,13.03,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-29,2000-11-01,2000,IPO,,EUROPEAN GROWTH & INCOME TRUST FUND,New Company Placing,United Kingdom,899.0,Investment Companies Other,Split Capital Investment Trusts,100.0,,75,,115.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-29,2000-11-01,2000,IPO,,DATAMONITOR,International Offering (GDR),United Kingdom,581.0,Support Services,Business Support Services,165.0,,115.72,,33.28,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-29,2000-11-01,2000,IPO,,GENETIX GROUP,New Company Placing,United Kingdom,446.0,Health,Medical Equipment & Supplies,150.0,,115.26,,17.0,-,-,,,,,,,,,,,,,,
AIM,2000-11-28,2000-11-01,2000,IPO,,MOTTRAM HLDGS,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,2.0,,3.07,,1.1,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-23,2000-11-01,2000,IPO,,KENSINGTON GROUP,International Offering (GDR),United Kingdom,877.0,Speciality & Other Finance,Mortgage Finance,225.0,,128.79,,77.17,-,-,,,,,,,,,,,,,,
AIM,2000-11-23,2000-11-01,2000,IPO,,BANK RESTAURANT GROUP,New Company Placing,United Kingdom,560.0,"Restaurants, Pubs & Breweries","Restaurants, Pubs & Breweries",20.0,,8.5,,8.5,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-22,2000-11-01,2000,IPO,,EASYJET,International Offering (GDR),United Kingdom,591.0,Transport,Airlines & Airports,310.0,,805.96,,195.3,-,-,,,,,,,,,,,,,,
AIM,2000-11-22,2000-11-01,2000,IPO,,WORLD LIFE SCIENCES,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,1.0,,7.66,,3.17,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-20,2000-11-01,2000,IPO,,JUPITER EUROPEAN OPPORTUNITIES TST,New Company Placing,United Kingdom,854.0,Investment Companies,European Investment Trusts,100.0,,19.51,,19.51,-,-,,,,,,,,,,,,,,
AIM,2000-11-20,2000-11-01,2000,IPO,,SILENTPOINT,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,10.0,,1.75,,1.5,-,-,,,,,,,,,,,,,,
AIM,2000-11-20,2000-11-01,2000,IPO,,TOTALISE,New Company Placing,United Kingdom,974.0,Software & Computer Services,Internet,21.0,,9.33,,0.82,-,-,,,,,,,,,,,,,,
AIM,2000-11-16,2000-11-01,2000,IPO,,RENEURON HLDGS,New Company Placing,United Kingdom,480.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,195.0,,66.08,,19.5,-,-,,,,,,,,,,,,,,
AIM,2000-11-16,2000-11-01,2000,IPO,,ADVANCE VISUAL COMMUNICATIONS,New Company Placing,United Kingdom,972.0,Software & Computer Services,Computer Services,10.0,,14.91,,5.0,-,-,,,,,,,,,,,,,,
AIM,2000-11-16,2000-11-01,2000,IPO,,HANSARD GROUP,New Company Placing,United Kingdom,545.0,Media & Entertainment,Media Agencies,25.0,,2.73,,0.7,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-15,2000-11-01,2000,IPO,,EXPOCENTRIC,New Company Placing,United Kingdom,974.0,Software & Computer Services,Internet,192.0,,112.22,,34.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-15,2000-11-01,2000,IPO,,TRIVEST VCT,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,3.36,,3.36,-,-,,,,,,,,,,,,,,
AIM,2000-11-14,2000-11-01,2000,IPO,,FFASTFILL,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,120.0,,54.54,,15.0,-,-,,,,,,,,,,,,,,
AIM,2000-11-10,2000-11-01,2000,IPO,,NRX GLOBAL CORP,New Company Placing,Canada,547.0,Media & Entertainment,Publishing & Printing,125.0,,40.44,,15.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-10,2000-11-01,2000,IPO,,QUESTER VCT 4,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,0.78,,0.78,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-08,2000-11-01,2000,IPO,,GARTMORE ABSOLUTE GRWTH & INC TRUST,New Company Placing,United Kingdom,852.0,Investment Companies,UK Investment Trusts,100.0,,38.05,,38.05,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-08,2000-11-01,2000,IPO,,GAGIT SECURITIES,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,100.0,, -   ,,10.01,-,-,,,,,,,,,,,,,,
AIM,2000-11-07,2000-11-01,2000,IPO,,TECHNOLOGY AND INTERNET PROPERTY,New Company Placing,United Kingdom,862.0,Real Estate,Real Estate Holding & Development,10.0,,16.22,,5.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-06,2000-11-01,2000,IPO,,ROYAL LONDON GROWTH & INC TST,New Company Placing,United Kingdom,899.0,Investment Companies Other,Split Capital Investment Trusts,100.0,,113.33,,170.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-06,2000-11-01,2000,IPO,,BEDE,New Company Placing,United Kingdom,936.0,Information Technology Hardware,Semiconductors,190.0,,54.97,,29.61,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-03,2000-11-01,2000,IPO,,AUTONOMY CORP,International Offering (GDR),United Kingdom,977.0,Software & Computer Services,Software,3276.0,,4125.37,,217.93,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-03,2000-11-01,2000,IPO,,CI INCOME FUND,New Company Placing,United Kingdom,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,42,,42.0,-,-,,,,,,,,,,,,,,
International Main Market,2000-11-03,2000-11-01,2000,IPO,,BANK PEKAO SA,International Offering (GDR),Poland,810.0,Banks,Banks,10.4781,,30.01,,30.01,-,-,,,,,,,,,,,,,,
UK Main Market,2000-11-03,2000-11-01,2000,IPO,,CI SECURITIES,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,100.0,, -   ,,10.5,-,-,,,,,,,,,,,,,,
AIM,2000-11-01,2000-11-01,2000,IPO,,MOBILEFUTURE,New Company Placing,United Kingdom,974.0,Software & Computer Services,Internet,72.0,,15.68,,5.99,-,-,,,,,,,,,,,,,,
AIM,2000-11-01,2000-11-01,2000,IPO,,CHARTERIS,New Company Placing,United Kingdom,581.0,Support Services,Business Support Services,90.0,,31.3,,3.13,-,-,,,,,,,,,,,,,,
AIM,2000-10-27,2000-10-01,2000,IPO,,LIGHTHOUSE GROUP,New Company Placing,United Kingdom,873.0,Speciality & Other Finance,Consumer Finance,160.0,,20,,4.0,-,-,,,,,,,,,,,,,,
AIM,2000-10-26,2000-10-01,2000,IPO,,LOMBARD MEDICAL,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,70.0,,1.23,,1.23,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-24,2000-10-01,2000,IPO,,REGUS,New Company Placing,United Kingdom,581.0,Support Services,Business Support Services,260.0,,1509.76,,334.96,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-24,2000-10-01,2000,IPO,,COLLINS STEWART HLDGS,New Company Placing,United Kingdom,875.0,Speciality & Other Finance,Investment Banks,316.0,,325.8,,106.91,-,-,,,,,,,,,,,,,,
AIM,2000-10-24,2000-10-01,2000,IPO,,CLAIMS PEOPLE GROUP(THE),New Company Placing,United Kingdom,839.0,Insurance,Other Insurance,8.0,,4.11,,1.18,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-23,2000-10-01,2000,IPO,,MERRILL LYNCH NEW ENERGY TECHNOLOGY,New Company Placing,United Kingdom,851.0,Investment Companies,International Investment Trusts,100.0,,200,,200.0,-,-,,,,,,,,,,,,,,
AIM,2000-10-23,2000-10-01,2000,IPO,,CHROME TECHNOLOGY,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,10.0,,1.71,,1.51,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-20,2000-10-01,2000,IPO,,INVESTEC EUROPEAN GROWTH & INC TST,New Company Placing,United Kingdom,850.0,Investment Companies,Investment Companies,100.0,,66.25,,66.25,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-19,2000-10-01,2000,IPO,,NCIPHER,International Offering (GDR),United Kingdom,977.0,Software & Computer Services,Software,275.0,,348.26,,108.45,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-19,2000-10-01,2000,IPO,,LEGGMASON INVESTORS AMERICAN ASSTS,New Company Placing,United Kingdom,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,100.71,,100.71,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-19,2000-10-01,2000,IPO,,US GROWTH & INCOME FUND,New Company Placing,United Kingdom,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,60,,60.0,-,-,,,,,,,,,,,,,,
International Main Market,2000-10-18,2000-10-01,2000,IPO,,CHINA PETROLEUM & CHEMICAL CORP,International Offering (GDR),China,78.0,Oil & Gas,Oil - Integrated,20.645,,2801.28,,2435.9,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-18,2000-10-01,2000,IPO,,INDEPENDENT INVESTMENT TRUST(THE),New Company Placing,United Kingdom,852.0,Investment Companies,UK Investment Trusts,100.0,,52.57,,52.57,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-18,2000-10-01,2000,IPO,,SVM OFEX FUND,New Company Placing,United Kingdom,852.0,Investment Companies,UK Investment Trusts,100.0,,6,,6.0,-,-,,,,,,,,,,,,,,
AIM,2000-10-18,2000-10-01,2000,IPO,,INTERNET INCUBATOR,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,50.0,,41.12,,4.0,-,-,,,,,,,,,,,,,,
AIM,2000-10-16,2000-10-01,2000,IPO,,ITIS HLDGS,New Company Placing,United Kingdom,596.0,Transport,"Rail, Road & Freight",186.0,,183.06,,37.5,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-13,2000-10-01,2000,IPO,,TTP COMMUNICATIONS,New Company Placing,United Kingdom,938.0,Information Technology Hardware,Telecommunications Equipment,245.0,,552.01,,78.89,-,-,,,,,,,,,,,,,,
AIM,2000-10-13,2000-10-01,2000,IPO,,CYBERCHINA HLDGS,New Company Placing,United Kingdom,859.0,Investment Companies,Investment Companies - Not approved under s.842,2.0,,6.16,,2.0,-,-,,,,,,,,,,,,,,
International Main Market,2000-10-12,2000-10-01,2000,IPO,,COSMOTE MOBILE TELECOMMUNICATIONS,International Offering (GDR),Greece,678.0,Telecommunication Services,Wireless Telecommunications Services,16.5906,,327,,284.35,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-11,2000-10-01,2000,IPO,,AMERICAN MONTHLY INCOME TRUST(THE),New Company Placing,United Kingdom,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,150,,150.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-11,2000-10-01,2000,IPO,,ORBITAL SOFTWARE HOLDINGS,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,145.0,,65.12,,26.1,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-11,2000-10-01,2000,IPO,,AMERICAN ZDP,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,100.0,, -   ,,22.5,-,-,,,,,,,,,,,,,,
AIM,2000-10-11,2000-10-01,2000,IPO,,RAFT INTERNATIONAL,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,64.0,,42,,10.0,-,-,,,,,,,,,,,,,,
AIM,2000-10-10,2000-10-01,2000,IPO,,ID DATA,New Company Placing,United Kingdom,932.0,Information Technology Hardware,Computer Hardware,63.0,,42.9,,17.35,-,-,,,,,,,,,,,,,,
AIM,2000-10-10,2000-10-01,2000,IPO,,AIROW,New Company Placing,United Kingdom,596.0,Transport,"Rail, Road & Freight",25.0,,1.7,,1.45,-,-,,,,,,,,,,,,,,
AIM,2000-10-09,2000-10-01,2000,IPO,,SPORTSCARD GROUP,New Company Placing,United Kingdom,873.0,Speciality & Other Finance,Consumer Finance,42.0,,20.94,,10.87,-,-,,,,,,,,,,,,,,
AIM,2000-10-06,2000-10-01,2000,IPO,,SYNIGENCE,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,52.0,,22.13,,7.78,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-05,2000-10-01,2000,IPO,,WMRC,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,86.0,,50.1,,20.0,-,-,,,,,,,,,,,,,,
AIM,2000-10-05,2000-10-01,2000,IPO,,MUSICUNSIGNED HLDGS,New Company Placing,United Kingdom,535.0,Leisure & Hotels,Home Entertainment,9.0,,15.05,,0.5,-,-,,,,,,,,,,,,,,
UK Main Market,2000-10-04,2000-10-01,2000,IPO,,MUSIC CHOICE EUROPE,New Company Placing,United Kingdom,542.0,Media & Entertainment,"Television, Radio and Filmed Entertainment",162.0,,195.84,,50.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-09-28,2000-09-01,2000,IPO,,ARC INTERNATIONAL,International Offering (GDR),United Kingdom,936.0,Information Technology Hardware,Semiconductors,210.0,,569.54,,181.13,-,-,,,,,,,,,,,,,,
AIM,2000-09-28,2000-09-01,2000,IPO,,TRANSEDA,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,50.0,,25.21,,20.21,-,-,,,,,,,,,,,,,,
AIM,2000-09-28,2000-09-01,2000,IPO,,FUSION OIL & GAS,New Company Placing,United Kingdom,75.0,Oil & Gas,Oil - Services,50.0,,45.53,,15.0,-,-,,,,,,,,,,,,,,
AIM,2000-09-27,2000-09-01,2000,IPO,,FTV GROUP,New Company Placing,United Kingdom,545.0,Media & Entertainment,Media Agencies,73.0,,40.19,,10.0,-,-,,,,,,,,,,,,,,
International Main Market,2000-09-26,2000-09-01,2000,IPO,,XTL BIOPHARMACEUTICALS,New Company Placing,Israel,480.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,150.0,,166.29,,35.63,-,-,,,,,,,,,,,,,,
UK Main Market,2000-09-21,2000-09-01,2000,IPO,,EXETER SMALLER COMPANIES INCOME FD,New Company Placing,United Kingdom,852.0,Investment Companies,UK Investment Trusts,100.0,,58.3,,58.3,-,-,,,,,,,,,,,,,,
UK Main Market,2000-09-21,2000-09-01,2000,IPO,,DECHRA PHARMACEUTICALS,New Company Placing,United Kingdom,449.0,Health,Other Health Care,120.0,,59.75,,47.33,-,-,,,,,,,,,,,,,,
UK Main Market,2000-09-21,2000-09-01,2000,IPO,,ESCIF SECURITIES,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,100.0,, -   ,,8.8,-,-,,,,,,,,,,,,,,
AIM,2000-09-21,2000-09-01,2000,IPO,,BITS CORP,New Company Placing,United Kingdom,535.0,Leisure & Hotels,Home Entertainment,60.0,,19.01,,4.1,-,-,,,,,,,,,,,,,,
AIM,2000-09-20,2000-09-01,2000,IPO,,WORLD TRAVEL HLDGS,New Company Placing,United Kingdom,538.0,Leisure & Hotels,Leisure Facilities,110.0,,63.06,,11.55,-,-,,,,,,,,,,,,,,
UK Main Market,2000-09-20,2000-09-01,2000,IPO,,I-NET VCT,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,9.44,,9.44,-,-,,,,,,,,,,,,,,
AIM,2000-09-20,2000-09-01,2000,IPO,,TECC-IS,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,25.0,,12.09,,5.0,-,-,,,,,,,,,,,,,,
